items	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs
GC_00004290	5	5	1
GC_00004291	5	5	1
GC_00004292	5	5	1
GC_00004293	5	5	1
GC_00004294	5	5	1
GC_00004295	5	5	1
GC_00004296	5	5	1
GC_00004297	5	5	1
GC_00004298	5	5	1
GC_00004299	5	5	1
GC_00004300	5	5	1
GC_00004301	5	5	1
GC_00004302	5	5	1
GC_00004303	5	5	1
GC_00004304	5	5	1
GC_00004305	5	5	1
GC_00004306	5	5	1
GC_00004307	5	5	1
GC_00004308	5	5	1
GC_00004309	5	5	1
GC_00004310	5	5	1
GC_00004311	5	5	1
GC_00004312	5	5	1
GC_00004313	5	5	1
GC_00004314	5	5	1
GC_00004315	5	5	1
GC_00004316	5	5	1
GC_00004317	5	5	1
GC_00004318	5	5	1
GC_00004319	5	5	1
GC_00004320	5	5	1
GC_00004321	5	5	1
GC_00004322	5	5	1
GC_00004323	5	5	1
GC_00004324	5	5	1
GC_00004325	5	5	1
GC_00004326	5	5	1
GC_00004327	5	5	1
GC_00004328	5	5	1
GC_00004329	5	5	1
GC_00004330	5	5	1
GC_00004331	5	5	1
GC_00004332	5	5	1
GC_00004333	5	5	1
GC_00004334	5	5	1
GC_00004335	5	5	1
GC_00004336	5	5	1
GC_00004337	5	5	1
GC_00004338	5	5	1
GC_00004339	5	5	1
GC_00004340	5	5	1
GC_00004341	3	5	2
GC_00004342	5	5	1
GC_00004343	4	5	2
GC_00004344	4	5	2
GC_00004345	5	5	1
GC_00004346	4	5	2
GC_00004347	5	5	1
GC_00004348	3	5	2
GC_00004349	5	5	1
GC_00004350	5	5	1
GC_00004351	5	5	1
GC_00004352	5	5	1
GC_00004353	5	5	1
GC_00004354	5	5	1
GC_00004355	5	5	1
GC_00004356	5	5	1
GC_00004357	5	5	1
GC_00004358	5	5	1
GC_00004359	5	5	1
GC_00004360	5	5	1
GC_00004361	5	5	1
GC_00004362	5	5	1
GC_00004363	3	5	2
GC_00004364	5	5	1
GC_00004365	5	5	1
GC_00004366	5	5	1
GC_00004367	5	5	1
GC_00004368	5	5	1
GC_00004369	5	5	1
GC_00004370	5	5	1
GC_00004371	5	5	1
GC_00004372	5	5	1
GC_00004373	5	5	1
GC_00004374	5	5	1
GC_00004375	5	5	1
GC_00004376	5	5	1
GC_00004377	5	5	1
GC_00004378	5	5	1
GC_00004379	5	5	1
GC_00004380	4	5	2
GC_00004381	5	5	1
GC_00004382	5	5	1
GC_00004383	5	5	1
GC_00004384	5	5	1
GC_00004385	5	5	1
GC_00004386	5	5	1
GC_00004387	5	5	1
GC_00004388	5	5	1
GC_00004389	5	5	1
GC_00004390	5	5	1
GC_00004391	5	5	1
GC_00004392	5	5	1
GC_00004393	5	5	1
GC_00004394	3	5	2
GC_00004395	5	5	1
GC_00004396	4	5	2
GC_00004397	5	5	1
GC_00004398	5	5	1
GC_00004399	5	5	1
GC_00004400	5	5	1
GC_00004401	5	5	1
GC_00004402	5	5	1
GC_00004403	5	5	1
GC_00004404	5	5	1
GC_00004405	5	5	1
GC_00004406	5	5	1
GC_00004407	5	5	1
GC_00004408	5	5	1
GC_00004409	5	5	1
GC_00004410	5	5	1
GC_00004411	5	5	1
GC_00004412	5	5	1
GC_00004413	4	5	2
GC_00004414	5	5	1
GC_00004415	5	5	1
GC_00004416	5	5	1
GC_00004417	5	5	1
GC_00004418	5	5	1
GC_00004419	5	5	1
GC_00004420	5	5	1
GC_00004421	5	5	1
GC_00004422	2	5	3
GC_00004423	5	5	1
GC_00004424	4	5	2
GC_00004425	5	5	1
GC_00004426	5	5	1
GC_00004427	5	5	1
GC_00004428	5	5	1
GC_00004429	5	5	1
GC_00004430	5	5	1
GC_00004431	5	5	1
GC_00004432	4	5	2
GC_00004433	5	5	1
GC_00004434	5	5	1
GC_00004435	5	5	1
GC_00004436	5	5	1
GC_00004437	5	5	1
GC_00004438	5	5	1
GC_00004439	5	5	1
GC_00004440	5	5	1
GC_00004441	5	5	1
GC_00004442	5	5	1
GC_00004443	5	5	1
GC_00004444	5	5	1
GC_00004445	5	5	1
GC_00004446	5	5	1
GC_00004447	5	5	1
GC_00004448	3	5	2
GC_00004449	5	5	1
GC_00004450	5	5	1
GC_00004451	5	5	1
GC_00004452	5	5	1
GC_00004453	5	5	1
GC_00004454	5	5	1
GC_00004455	5	5	1
GC_00004456	5	5	1
GC_00004457	5	5	1
GC_00004458	5	5	1
GC_00004459	4	5	2
GC_00004460	5	5	1
GC_00004461	3	5	2
GC_00004462	5	5	1
GC_00004463	5	5	1
GC_00004464	5	5	1
GC_00004465	5	5	1
GC_00004466	5	5	1
GC_00004467	4	5	2
GC_00004468	1	5	5
GC_00004469	4	4	1
GC_00004470	4	4	1
GC_00004471	4	4	1
GC_00004472	4	4	1
GC_00004473	4	4	1
GC_00004474	4	4	1
GC_00004475	2	4	2
GC_00004476	4	4	1
GC_00004477	4	4	1
GC_00004478	4	4	1
GC_00004479	4	4	1
GC_00004480	4	4	1
GC_00004481	4	4	1
GC_00004482	4	4	1
GC_00004483	4	4	1
GC_00004484	2	4	2
GC_00004485	4	4	1
GC_00004486	4	4	1
GC_00004487	4	4	1
GC_00004488	4	4	1
GC_00004489	4	4	1
GC_00004490	4	4	1
GC_00004491	4	4	1
GC_00004492	4	4	1
GC_00004493	4	4	1
GC_00004494	4	4	1
GC_00004495	4	4	1
GC_00004496	4	4	1
GC_00004497	4	4	1
GC_00004498	4	4	1
GC_00004499	4	4	1
GC_00004500	4	4	1
GC_00004501	4	4	1
GC_00004502	4	4	1
GC_00004503	4	4	1
GC_00004504	4	4	1
GC_00004505	4	4	1
GC_00004506	4	4	1
GC_00004507	4	4	1
GC_00004508	4	4	1
GC_00004509	4	4	1
GC_00004510	4	4	1
GC_00004511	4	4	1
GC_00004512	4	4	1
GC_00004513	4	4	1
GC_00004514	3	4	2
GC_00004515	4	4	1
GC_00004516	4	4	1
GC_00004517	3	4	2
GC_00004518	4	4	1
GC_00004519	4	4	1
GC_00004520	4	4	1
GC_00004521	3	4	2
GC_00004522	4	4	1
GC_00004523	4	4	1
GC_00004524	4	4	1
GC_00004525	4	4	1
GC_00004526	4	4	1
GC_00004527	4	4	1
GC_00004528	4	4	1
GC_00004529	2	4	2
GC_00004530	4	4	1
GC_00004531	4	4	1
GC_00004532	4	4	1
GC_00004533	4	4	1
GC_00004534	4	4	1
GC_00004535	4	4	1
GC_00004536	4	4	1
GC_00004537	4	4	1
GC_00004538	3	4	2
GC_00004539	4	4	1
GC_00004540	4	4	1
GC_00004541	4	4	1
GC_00004542	4	4	1
GC_00004543	4	4	1
GC_00004544	4	4	1
GC_00004545	4	4	1
GC_00004546	4	4	1
GC_00004547	4	4	1
GC_00004548	4	4	1
GC_00004549	4	4	1
GC_00004550	4	4	1
GC_00004551	4	4	1
GC_00004552	4	4	1
GC_00004553	4	4	1
GC_00004554	4	4	1
GC_00004555	4	4	1
GC_00004556	2	4	2
GC_00004557	2	4	2
GC_00004558	4	4	1
GC_00004559	3	4	2
GC_00004560	2	4	2
GC_00004561	4	4	1
GC_00004562	4	4	1
GC_00004563	4	4	1
GC_00004564	2	4	3
GC_00004565	4	4	1
GC_00004566	4	4	1
GC_00004567	4	4	1
GC_00004568	4	4	1
GC_00004569	4	4	1
GC_00004570	4	4	1
GC_00004571	4	4	1
GC_00004572	4	4	1
GC_00004573	4	4	1
GC_00004574	4	4	1
GC_00004575	4	4	1
GC_00004576	4	4	1
GC_00004577	4	4	1
GC_00004578	4	4	1
GC_00004579	4	4	1
GC_00004580	4	4	1
GC_00004581	4	4	1
GC_00004582	4	4	1
GC_00004583	4	4	1
GC_00004584	4	4	1
GC_00004585	4	4	1
GC_00004586	4	4	1
GC_00004587	4	4	1
GC_00004588	4	4	1
GC_00004589	4	4	1
GC_00004590	3	4	2
GC_00004591	4	4	1
GC_00004592	4	4	1
GC_00004593	4	4	1
GC_00004594	3	4	2
GC_00004595	4	4	1
GC_00004596	4	4	1
GC_00004597	4	4	1
GC_00004598	4	4	1
GC_00004599	4	4	1
GC_00004600	4	4	1
GC_00004601	4	4	1
GC_00004602	4	4	1
GC_00004603	4	4	1
GC_00004604	4	4	1
GC_00004605	4	4	1
GC_00004606	3	4	2
GC_00004607	4	4	1
GC_00004608	3	4	2
GC_00004609	4	4	1
GC_00004610	2	4	2
GC_00004611	4	4	1
GC_00004612	4	4	1
GC_00004613	4	4	1
GC_00004614	4	4	1
GC_00004615	4	4	1
GC_00004616	4	4	1
GC_00004617	4	4	1
GC_00004618	4	4	1
GC_00004619	4	4	1
GC_00004620	4	4	1
GC_00004621	4	4	1
GC_00004622	4	4	1
GC_00004623	4	4	1
GC_00004624	4	4	1
GC_00004625	4	4	1
GC_00004626	4	4	1
GC_00004627	4	4	1
GC_00004628	4	4	1
GC_00004629	4	4	1
GC_00004630	4	4	1
GC_00004631	4	4	1
GC_00004632	4	4	1
GC_00004633	4	4	1
GC_00004634	4	4	1
GC_00004635	4	4	1
GC_00004636	3	4	2
GC_00004637	4	4	1
GC_00004638	3	4	2
GC_00004639	3	4	2
GC_00004640	4	4	1
GC_00004641	4	4	1
GC_00004642	4	4	1
GC_00004643	1	4	4
GC_00004644	4	4	1
GC_00004645	3	4	2
GC_00004646	4	4	1
GC_00004647	3	4	2
GC_00004648	4	4	1
GC_00004649	4	4	1
GC_00004650	4	4	1
GC_00004651	2	4	3
GC_00004652	4	4	1
GC_00004653	3	4	2
GC_00004654	4	4	1
GC_00004655	4	4	1
GC_00004656	4	4	1
GC_00004657	4	4	1
GC_00004658	4	4	1
GC_00004659	4	4	1
GC_00004660	2	4	3
GC_00004661	4	4	1
GC_00004662	3	4	2
GC_00004663	4	4	1
GC_00004664	4	4	1
GC_00004665	4	4	1
GC_00004666	4	4	1
GC_00004667	3	4	2
GC_00004668	2	4	3
GC_00004669	4	4	1
GC_00004670	4	4	1
GC_00004671	4	4	1
GC_00004672	4	4	1
GC_00004673	3	4	2
GC_00004674	4	4	1
GC_00004675	4	4	1
GC_00004676	3	4	2
GC_00004677	4	4	1
GC_00004678	4	4	1
GC_00004679	3	4	2
GC_00004680	3	4	2
GC_00004681	4	4	1
GC_00004682	3	4	2
GC_00004683	4	4	1
GC_00004684	3	3	1
GC_00004685	3	3	1
GC_00004686	3	3	1
GC_00004687	3	3	1
GC_00004688	3	3	1
GC_00004689	3	3	1
GC_00004690	3	3	1
GC_00004691	3	3	1
GC_00004692	3	3	1
GC_00004693	3	3	1
GC_00004694	3	3	1
GC_00004695	3	3	1
GC_00004696	3	3	1
GC_00004697	3	3	1
GC_00004698	3	3	1
GC_00004699	3	3	1
GC_00004700	3	3	1
GC_00004701	3	3	1
GC_00004702	3	3	1
GC_00004703	3	3	1
GC_00004704	3	3	1
GC_00004705	3	3	1
GC_00004706	3	3	1
GC_00004707	3	3	1
GC_00004708	3	3	1
GC_00004709	3	3	1
GC_00004710	3	3	1
GC_00004711	3	3	1
GC_00004712	3	3	1
GC_00004713	3	3	1
GC_00004714	3	3	1
GC_00004715	3	3	1
GC_00004716	3	3	1
GC_00004717	3	3	1
GC_00004718	3	3	1
GC_00004719	3	3	1
GC_00004720	3	3	1
GC_00004721	3	3	1
GC_00004722	3	3	1
GC_00004723	3	3	1
GC_00004724	3	3	1
GC_00004725	3	3	1
GC_00004726	3	3	1
GC_00004727	3	3	1
GC_00004728	3	3	1
GC_00004729	3	3	1
GC_00004730	3	3	1
GC_00004731	3	3	1
GC_00004732	3	3	1
GC_00004733	3	3	1
GC_00004734	3	3	1
GC_00004735	3	3	1
GC_00004736	3	3	1
GC_00004737	3	3	1
GC_00004738	3	3	1
GC_00004739	3	3	1
GC_00004740	3	3	1
GC_00004741	3	3	1
GC_00004742	2	3	2
GC_00004743	3	3	1
GC_00004744	3	3	1
GC_00004745	3	3	1
GC_00004746	3	3	1
GC_00004747	3	3	1
GC_00004748	3	3	1
GC_00004749	3	3	1
GC_00004750	3	3	1
GC_00004751	3	3	1
GC_00004752	3	3	1
GC_00004753	3	3	1
GC_00004754	3	3	1
GC_00004755	3	3	1
GC_00004756	3	3	1
GC_00004757	3	3	1
GC_00004758	2	3	2
GC_00004759	2	3	2
GC_00004760	3	3	1
GC_00004761	3	3	1
GC_00004762	3	3	1
GC_00004763	3	3	1
GC_00004764	3	3	1
GC_00004765	3	3	1
GC_00004766	3	3	1
GC_00004767	3	3	1
GC_00004768	3	3	1
GC_00004769	3	3	1
GC_00004770	3	3	1
GC_00004771	3	3	1
GC_00004772	3	3	1
GC_00004773	3	3	1
GC_00004774	3	3	1
GC_00004775	3	3	1
GC_00004776	3	3	1
GC_00004777	3	3	1
GC_00004778	3	3	1
GC_00004779	3	3	1
GC_00004780	3	3	1
GC_00004781	3	3	1
GC_00004782	3	3	1
GC_00004783	3	3	1
GC_00004784	3	3	1
GC_00004785	3	3	1
GC_00004786	3	3	1
GC_00004787	3	3	1
GC_00004788	2	3	2
GC_00004789	3	3	1
GC_00004790	3	3	1
GC_00004791	3	3	1
GC_00004792	3	3	1
GC_00004793	3	3	1
GC_00004794	3	3	1
GC_00004795	3	3	1
GC_00004796	3	3	1
GC_00004797	3	3	1
GC_00004798	3	3	1
GC_00004799	3	3	1
GC_00004800	2	3	2
GC_00004801	3	3	1
GC_00004802	3	3	1
GC_00004803	3	3	1
GC_00004804	3	3	1
GC_00004805	2	3	2
GC_00004806	3	3	1
GC_00004807	3	3	1
GC_00004808	3	3	1
GC_00004809	3	3	1
GC_00004810	3	3	1
GC_00004811	3	3	1
GC_00004812	3	3	1
GC_00004813	3	3	1
GC_00004814	3	3	1
GC_00004815	3	3	1
GC_00004816	3	3	1
GC_00004817	3	3	1
GC_00004818	3	3	1
GC_00004819	3	3	1
GC_00004820	3	3	1
GC_00004821	3	3	1
GC_00004822	3	3	1
GC_00004823	3	3	1
GC_00004824	3	3	1
GC_00004825	3	3	1
GC_00004826	3	3	1
GC_00004827	3	3	1
GC_00004828	3	3	1
GC_00004829	3	3	1
GC_00004830	3	3	1
GC_00004831	3	3	1
GC_00004832	3	3	1
GC_00004833	3	3	1
GC_00004834	3	3	1
GC_00004835	3	3	1
GC_00004836	3	3	1
GC_00004837	3	3	1
GC_00004838	3	3	1
GC_00004839	3	3	1
GC_00004840	3	3	1
GC_00004841	2	3	2
GC_00004842	3	3	1
GC_00004843	3	3	1
GC_00004844	3	3	1
GC_00004845	3	3	1
GC_00004846	3	3	1
GC_00004847	3	3	1
GC_00004848	3	3	1
GC_00004849	3	3	1
GC_00004850	3	3	1
GC_00004851	2	3	2
GC_00004852	3	3	1
GC_00004853	3	3	1
GC_00004854	3	3	1
GC_00004855	3	3	1
GC_00004856	3	3	1
GC_00004857	3	3	1
GC_00004858	3	3	1
GC_00004859	3	3	1
GC_00004860	3	3	1
GC_00004861	3	3	1
GC_00004862	3	3	1
GC_00004863	3	3	1
GC_00004864	3	3	1
GC_00004865	3	3	1
GC_00004866	3	3	1
GC_00004867	3	3	1
GC_00004868	3	3	1
GC_00004869	3	3	1
GC_00004870	3	3	1
GC_00004871	3	3	1
GC_00004872	3	3	1
GC_00004873	3	3	1
GC_00004874	3	3	1
GC_00004875	3	3	1
GC_00004876	3	3	1
GC_00004877	3	3	1
GC_00004878	3	3	1
GC_00004879	3	3	1
GC_00004880	3	3	1
GC_00004881	3	3	1
GC_00004882	3	3	1
GC_00004883	3	3	1
GC_00004884	3	3	1
GC_00004885	3	3	1
GC_00004886	3	3	1
GC_00004887	3	3	1
GC_00004888	3	3	1
GC_00004889	3	3	1
GC_00004890	3	3	1
GC_00004891	2	3	2
GC_00004892	3	3	1
GC_00004893	2	3	2
GC_00004894	3	3	1
GC_00004895	3	3	1
GC_00004896	2	3	2
GC_00004897	3	3	1
GC_00004898	3	3	1
GC_00004899	3	3	1
GC_00004900	3	3	1
GC_00004901	1	3	3
GC_00004902	1	3	3
GC_00004903	3	3	1
GC_00004904	3	3	1
GC_00004905	3	3	1
GC_00004906	3	3	1
GC_00004907	3	3	1
GC_00004908	3	3	1
GC_00004909	3	3	1
GC_00004910	3	3	1
GC_00004911	3	3	1
GC_00004912	3	3	1
GC_00004913	2	3	2
GC_00004914	3	3	1
GC_00004915	2	3	2
GC_00004916	2	3	2
GC_00004917	3	3	1
GC_00004918	3	3	1
GC_00004919	1	3	3
GC_00004920	3	3	1
GC_00004921	1	3	3
GC_00004922	3	3	1
GC_00004923	3	3	1
GC_00004924	3	3	1
GC_00004925	3	3	1
GC_00004926	3	3	1
GC_00004927	3	3	1
GC_00004928	3	3	1
GC_00004929	3	3	1
GC_00004930	1	3	3
GC_00004931	3	3	1
GC_00004932	2	3	2
GC_00004933	3	3	1
GC_00004934	2	3	2
GC_00004935	3	3	1
GC_00004936	3	3	1
GC_00004937	3	3	1
GC_00004938	3	3	1
GC_00004939	3	3	1
GC_00004940	3	3	1
GC_00004941	3	3	1
GC_00004942	3	3	1
GC_00004943	1	3	3
GC_00004944	3	3	1
GC_00004945	3	3	1
GC_00004946	2	3	2
GC_00004947	3	3	1
GC_00004948	3	3	1
GC_00004949	1	3	3
GC_00004950	3	3	1
GC_00004951	3	3	1
GC_00004952	1	3	3
GC_00004953	1	3	3
GC_00004954	3	3	1
GC_00004955	3	3	1
GC_00004956	3	3	1
GC_00004957	3	3	1
GC_00004958	1	3	3
GC_00004959	3	3	1
GC_00004960	3	3	1
GC_00004961	2	3	2
GC_00004962	3	3	1
GC_00004963	3	3	1
GC_00004964	3	3	1
GC_00004965	3	3	1
GC_00004966	3	3	1
GC_00004967	3	3	1
GC_00004968	3	3	1
GC_00004969	1	3	3
GC_00004970	3	3	1
GC_00004971	2	3	2
GC_00004972	3	3	1
GC_00004973	2	3	2
GC_00004974	3	3	1
GC_00004975	3	3	1
GC_00004976	2	3	2
GC_00004977	3	3	1
GC_00004978	3	3	1
GC_00004979	1	3	3
GC_00004980	3	3	1
GC_00004981	3	3	1
GC_00004982	3	3	1
GC_00004983	2	3	2
GC_00004984	3	3	1
GC_00004985	3	3	1
GC_00004986	3	3	1
GC_00004987	3	3	1
GC_00004988	3	3	1
GC_00004989	2	3	2
GC_00004990	2	3	2
GC_00004991	2	3	2
GC_00004992	3	3	1
GC_00004993	3	3	1
GC_00004994	3	3	1
GC_00004995	3	3	1
GC_00004996	3	3	1
GC_00004997	3	3	1
GC_00004998	3	3	1
GC_00004999	3	3	1
GC_00005000	3	3	1
GC_00005001	3	3	1
GC_00005002	3	3	1
GC_00005003	3	3	1
GC_00005004	3	3	1
GC_00005005	2	3	2
GC_00005006	3	3	1
GC_00005007	2	3	2
GC_00005008	3	3	1
GC_00005009	3	3	1
GC_00005010	1	3	3
GC_00005011	3	3	1
GC_00005012	3	3	1
GC_00005013	3	3	1
GC_00005014	3	3	1
GC_00005015	1	3	3
GC_00005016	3	3	1
GC_00005017	2	3	2
GC_00005018	2	3	2
GC_00005019	3	3	1
GC_00005020	3	3	1
GC_00005021	3	3	1
GC_00005022	3	3	1
GC_00005023	2	2	1
GC_00005024	2	2	1
GC_00005025	2	2	1
GC_00005026	2	2	1
GC_00005027	2	2	1
GC_00005028	2	2	1
GC_00005029	2	2	1
GC_00005030	2	2	1
GC_00005031	2	2	1
GC_00005032	2	2	1
GC_00005033	2	2	1
GC_00005034	1	2	2
GC_00005035	2	2	1
GC_00005036	1	2	2
GC_00005037	2	2	1
GC_00005038	2	2	1
GC_00005039	2	2	1
GC_00005040	1	2	2
GC_00005041	2	2	1
GC_00005042	2	2	1
GC_00005043	2	2	1
GC_00005044	2	2	1
GC_00005045	2	2	1
GC_00005046	2	2	1
GC_00005047	2	2	1
GC_00005048	1	2	2
GC_00005049	2	2	1
GC_00005050	2	2	1
GC_00005051	2	2	1
GC_00005052	2	2	1
GC_00005053	2	2	1
GC_00005054	2	2	1
GC_00005055	2	2	1
GC_00005056	2	2	1
GC_00005057	2	2	1
GC_00005058	2	2	1
GC_00005059	2	2	1
GC_00005060	2	2	1
GC_00005061	1	2	2
GC_00005062	2	2	1
GC_00005063	2	2	1
GC_00005064	2	2	1
GC_00005065	2	2	1
GC_00005066	2	2	1
GC_00005067	2	2	1
GC_00005068	2	2	1
GC_00005069	2	2	1
GC_00005070	1	2	2
GC_00005071	2	2	1
GC_00005072	2	2	1
GC_00005073	2	2	1
GC_00005074	2	2	1
GC_00005075	2	2	1
GC_00005076	2	2	1
GC_00005077	2	2	1
GC_00005078	2	2	1
GC_00005079	2	2	1
GC_00005080	2	2	1
GC_00005081	2	2	1
GC_00005082	2	2	1
GC_00005083	2	2	1
GC_00005084	2	2	1
GC_00005085	2	2	1
GC_00005086	2	2	1
GC_00005087	2	2	1
GC_00005088	1	2	2
GC_00005089	2	2	1
GC_00005090	1	2	2
GC_00005091	2	2	1
GC_00005092	1	2	2
GC_00005093	2	2	1
GC_00005094	2	2	1
GC_00005095	2	2	1
GC_00005096	2	2	1
GC_00005097	2	2	1
GC_00005098	1	2	2
GC_00005099	2	2	1
GC_00005100	1	2	2
GC_00005101	2	2	1
GC_00005102	2	2	1
GC_00005103	2	2	1
GC_00005104	2	2	1
GC_00005105	1	2	2
GC_00005106	2	2	1
GC_00005107	2	2	1
GC_00005108	2	2	1
GC_00005109	2	2	1
GC_00005110	1	2	2
GC_00005111	2	2	1
GC_00005112	1	2	2
GC_00005113	2	2	1
GC_00005114	2	2	1
GC_00005115	2	2	1
GC_00005116	2	2	1
GC_00005117	2	2	1
GC_00005118	2	2	1
GC_00005119	2	2	1
GC_00005120	2	2	1
GC_00005121	2	2	1
GC_00005122	2	2	1
GC_00005123	2	2	1
GC_00005124	2	2	1
GC_00005125	2	2	1
GC_00005126	2	2	1
GC_00005127	2	2	1
GC_00005128	2	2	1
GC_00005129	2	2	1
GC_00005130	2	2	1
GC_00005131	2	2	1
GC_00005132	2	2	1
GC_00005133	2	2	1
GC_00005134	2	2	1
GC_00005135	2	2	1
GC_00005136	2	2	1
GC_00005137	2	2	1
GC_00005138	2	2	1
GC_00005139	2	2	1
GC_00005140	1	2	2
GC_00005141	2	2	1
GC_00005142	2	2	1
GC_00005143	2	2	1
GC_00005144	2	2	1
GC_00005145	1	2	2
GC_00005146	2	2	1
GC_00005147	2	2	1
GC_00005148	2	2	1
GC_00005149	2	2	1
GC_00005150	1	2	2
GC_00005151	2	2	1
GC_00005152	2	2	1
GC_00005153	2	2	1
GC_00005154	2	2	1
GC_00005155	2	2	1
GC_00005156	2	2	1
GC_00005157	2	2	1
GC_00005158	2	2	1
GC_00005159	2	2	1
GC_00005160	2	2	1
GC_00005161	2	2	1
GC_00005162	2	2	1
GC_00005163	1	2	2
GC_00005164	2	2	1
GC_00005165	2	2	1
GC_00005166	2	2	1
GC_00005167	2	2	1
GC_00005168	2	2	1
GC_00005169	2	2	1
GC_00005170	2	2	1
GC_00005171	2	2	1
GC_00005172	2	2	1
GC_00005173	2	2	1
GC_00005174	1	2	2
GC_00005175	2	2	1
GC_00005176	2	2	1
GC_00005177	2	2	1
GC_00005178	2	2	1
GC_00005179	2	2	1
GC_00005180	2	2	1
GC_00005181	2	2	1
GC_00005182	2	2	1
GC_00005183	2	2	1
GC_00005184	1	2	2
GC_00005185	2	2	1
GC_00005186	1	2	2
GC_00005187	2	2	1
GC_00005188	2	2	1
GC_00005189	1	2	2
GC_00005190	2	2	1
GC_00005191	2	2	1
GC_00005192	2	2	1
GC_00005193	2	2	1
GC_00005194	2	2	1
GC_00005195	2	2	1
GC_00005196	2	2	1
GC_00005197	2	2	1
GC_00005198	2	2	1
GC_00005199	1	2	2
GC_00005200	2	2	1
GC_00005201	1	2	2
GC_00005202	2	2	1
GC_00005203	2	2	1
GC_00005204	2	2	1
GC_00005205	2	2	1
GC_00005206	2	2	1
GC_00005207	2	2	1
GC_00005208	2	2	1
GC_00005209	1	2	2
GC_00005210	2	2	1
GC_00005211	1	2	2
GC_00005212	2	2	1
GC_00005213	1	2	2
GC_00005214	2	2	1
GC_00005215	2	2	1
GC_00005216	2	2	1
GC_00005217	2	2	1
GC_00005218	2	2	1
GC_00005219	2	2	1
GC_00005220	2	2	1
GC_00005221	2	2	1
GC_00005222	2	2	1
GC_00005223	1	2	2
GC_00005224	2	2	1
GC_00005225	2	2	1
GC_00005226	2	2	1
GC_00005227	2	2	1
GC_00005228	2	2	1
GC_00005229	2	2	1
GC_00005230	2	2	1
GC_00005231	2	2	1
GC_00005232	2	2	1
GC_00005233	2	2	1
GC_00005234	2	2	1
GC_00005235	2	2	1
GC_00005236	1	2	2
GC_00005237	1	2	2
GC_00005238	1	2	2
GC_00005239	2	2	1
GC_00005240	2	2	1
GC_00005241	2	2	1
GC_00005242	2	2	1
GC_00005243	2	2	1
GC_00005244	2	2	1
GC_00005245	2	2	1
GC_00005246	2	2	1
GC_00005247	2	2	1
GC_00005248	2	2	1
GC_00005249	2	2	1
GC_00005250	2	2	1
GC_00005251	2	2	1
GC_00005252	2	2	1
GC_00005253	2	2	1
GC_00005254	2	2	1
GC_00005255	2	2	1
GC_00005256	2	2	1
GC_00005257	2	2	1
GC_00005258	2	2	1
GC_00005259	1	2	2
GC_00005260	2	2	1
GC_00005261	1	2	2
GC_00005262	2	2	1
GC_00005263	2	2	1
GC_00005264	2	2	1
GC_00005265	2	2	1
GC_00005266	1	2	2
GC_00005267	2	2	1
GC_00005268	2	2	1
GC_00005269	2	2	1
GC_00005270	1	2	2
GC_00005271	2	2	1
GC_00005272	2	2	1
GC_00005273	2	2	1
GC_00005274	2	2	1
GC_00005275	2	2	1
GC_00005276	2	2	1
GC_00005277	2	2	1
GC_00005278	2	2	1
GC_00005279	2	2	1
GC_00005280	2	2	1
GC_00005281	2	2	1
GC_00005282	1	2	2
GC_00005283	2	2	1
GC_00005284	2	2	1
GC_00005285	2	2	1
GC_00005286	2	2	1
GC_00005287	2	2	1
GC_00005288	2	2	1
GC_00005289	2	2	1
GC_00005290	2	2	1
GC_00005291	2	2	1
GC_00005292	2	2	1
GC_00005293	2	2	1
GC_00005294	2	2	1
GC_00005295	2	2	1
GC_00005296	2	2	1
GC_00005297	2	2	1
GC_00005298	2	2	1
GC_00005299	2	2	1
GC_00005300	2	2	1
GC_00005301	2	2	1
GC_00005302	2	2	1
GC_00005303	2	2	1
GC_00005304	2	2	1
GC_00005305	2	2	1
GC_00005306	2	2	1
GC_00005307	2	2	1
GC_00005308	2	2	1
GC_00005309	2	2	1
GC_00005310	1	2	2
GC_00005311	2	2	1
GC_00005312	1	2	2
GC_00005313	2	2	1
GC_00005314	2	2	1
GC_00005315	2	2	1
GC_00005316	2	2	1
GC_00005317	2	2	1
GC_00005318	2	2	1
GC_00005319	2	2	1
GC_00005320	2	2	1
GC_00005321	1	2	2
GC_00005322	2	2	1
GC_00005323	2	2	1
GC_00005324	1	2	2
GC_00005325	2	2	1
GC_00005326	2	2	1
GC_00005327	1	2	2
GC_00005328	2	2	1
GC_00005329	2	2	1
GC_00005330	2	2	1
GC_00005331	2	2	1
GC_00005332	2	2	1
GC_00005333	2	2	1
GC_00005334	2	2	1
GC_00005335	1	2	2
GC_00005336	2	2	1
GC_00005337	2	2	1
GC_00005338	2	2	1
GC_00005339	1	2	2
GC_00005340	2	2	1
GC_00005341	2	2	1
GC_00005342	2	2	1
GC_00005343	2	2	1
GC_00005344	2	2	1
GC_00005345	2	2	1
GC_00005346	2	2	1
GC_00005347	1	2	2
GC_00005348	2	2	1
GC_00005349	2	2	1
GC_00005350	2	2	1
GC_00005351	2	2	1
GC_00005352	1	2	2
GC_00005353	2	2	1
GC_00005354	2	2	1
GC_00005355	2	2	1
GC_00005356	2	2	1
GC_00005357	2	2	1
GC_00005358	2	2	1
GC_00005359	2	2	1
GC_00005360	2	2	1
GC_00005361	2	2	1
GC_00005362	2	2	1
