enzyme	genome_name	db_name	gene_caller_id	contig	modules_with_enzyme	enzyme_definition	warnings
K01951	KMM289	KMM289	159	c_1	M00050	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]	None
K00942	KMM289	KMM289	2492	c_1	M00050	guanylate kinase [EC:2.7.4.8]	None
K00525	KMM289	KMM289	528	c_1	M00053,M00938	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	None
K00525	KMM289	KMM289	3247	c_1	M00053,M00938	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	None
K00526	KMM289	KMM289	529	c_1	M00053,M00938	ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]	None
K03787	KMM289	KMM289	1824	c_1	M00958,M00959	5'/3'-nucleotidase [EC:3.1.3.5 3.1.3.6]	None
K11751	KMM289	KMM289	3468	c_1	M00958,M00959	5'-nucleotidase / UDP-sugar diphosphatase [EC:3.1.3.5 3.6.1.45]	None
K11751	KMM289	KMM289	661	c_1	M00958,M00959	5'-nucleotidase / UDP-sugar diphosphatase [EC:3.1.3.5 3.6.1.45]	None
K11751	KMM289	KMM289	3644	c_1	M00958,M00959	5'-nucleotidase / UDP-sugar diphosphatase [EC:3.1.3.5 3.6.1.45]	None
K02566	KMM289	KMM289	875	c_1	M00958,M00959	5'-nucleotidase [EC:3.1.3.5]	None
K01488	KMM289	KMM289	2740	c_1	M00958	adenosine deaminase [EC:3.5.4.4]	None
K05810	KMM289	KMM289	2791	c_1	M00958,M00959,M00034	purine-nucleoside/S-methyl-5'-thioadenosine phosphorylase / adenosine deaminase [EC:2.4.2.1 2.4.2.28 3.5.4.4]	None
K03784	KMM289	KMM289	3170	c_1	M00958,M00959	purine-nucleoside phosphorylase [EC:2.4.2.1]	None
K09913	KMM289	KMM289	618	c_1	M00958,M00959	purine/pyrimidine-nucleoside phosphorylase [EC:2.4.2.1 2.4.2.2]	None
K00087	KMM289	KMM289	579	c_1	M00958,M00959,M00546	xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]	None
K13479	KMM289	KMM289	578	c_1	M00958,M00959,M00546	xanthine dehydrogenase FAD-binding subunit [EC:1.17.1.4]	None
K13480	KMM289	KMM289	577	c_1	M00958,M00959,M00546	xanthine dehydrogenase iron-sulfur-binding subunit	None
K20881	KMM289	KMM289	2041	c_1	M00959	GMP/IMP 5'-nucleotidase [EC:3.1.3.-]	None
K01487	KMM289	KMM289	581	c_1	M00959	guanine deaminase [EC:3.5.4.3]	None
K01955	KMM289	KMM289	4087	c_1	M00051,M00978	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	None
K01956	KMM289	KMM289	4086	c_1	M00051,M00978	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	None
K00609	KMM289	KMM289	2774	c_1	M00051	aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]	None
K00610	KMM289	KMM289	2773	c_1	M00051	aspartate carbamoyltransferase regulatory subunit	None
K01465	KMM289	KMM289	990	c_1	M00051	dihydroorotase [EC:3.5.2.3]	None
K00254	KMM289	KMM289	474	c_1	M00051	dihydroorotate dehydrogenase [EC:1.3.5.2]	None
K00762	KMM289	KMM289	2703	c_1	M00051	orotate phosphoribosyltransferase [EC:2.4.2.10]	None
K01591	KMM289	KMM289	90	c_1	M00051	orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]	None
K09903	KMM289	KMM289	1530	c_1	M00052	uridylate kinase [EC:2.7.4.22]	None
K01937	KMM289	KMM289	1861	c_1	M00052	CTP synthase [EC:6.3.4.2]	None
K01520	KMM289	KMM289	2650	c_1	M00938	dUTP diphosphatase [EC:3.6.1.23]	None
K00560	KMM289	KMM289	3137	c_1	M00938	thymidylate synthase [EC:2.1.1.45]	None
K00943	KMM289	KMM289	430	c_1	M00938	dTMP kinase [EC:2.7.4.9]	None
K01464	KMM289	KMM289	597	c_1	M00046	dihydropyrimidinase [EC:3.5.2.2]	None
K09021	KMM289	KMM289	1492	c_1	M00939	aminoacrylate peracid reductase	None
K16066	KMM289	KMM289	3017	c_1	M00939	3-hydroxy acid dehydrogenase / malonic semialdehyde reductase [EC:1.1.1.381 1.1.1.-]	None
K00058	KMM289	KMM289	4080	c_1	M00020	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]	None
K00831	KMM289	KMM289	144	c_1	M00020,M00124	phosphoserine aminotransferase [EC:2.6.1.52]	None
K01079	KMM289	KMM289	3172	c_1	M00020	phosphoserine phosphatase [EC:3.1.3.3]	None
K00928	KMM289	KMM289	1242	c_1	M00018,M00033,M00017,M00016,M00525,M00526,M00527	aspartate kinase [EC:2.7.2.4]	None
K00928	KMM289	KMM289	843	c_1	M00018,M00033,M00017,M00016,M00525,M00526,M00527	aspartate kinase [EC:2.7.2.4]	None
K00928	KMM289	KMM289	2082	c_1	M00018,M00033,M00017,M00016,M00525,M00526,M00527	aspartate kinase [EC:2.7.2.4]	None
K12524	KMM289	KMM289	1242	c_1	M00018,M00017,M00016,M00526,M00527	bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]	None
K12525	KMM289	KMM289	2049	c_1	M00018,M00017,M00016,M00526,M00527	bifunctional aspartokinase / homoserine dehydrogenase 2 [EC:2.7.2.4 1.1.1.3]	None
K00133	KMM289	KMM289	859	c_1	M00018,M00033,M00017,M00016,M00525,M00526,M00527	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	None
K00133	KMM289	KMM289	347	c_1	M00018,M00033,M00017,M00016,M00525,M00526,M00527	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	None
K00872	KMM289	KMM289	1241	c_1	M00018	homoserine kinase [EC:2.7.1.39]	None
K01733	KMM289	KMM289	1240	c_1	M00018	threonine synthase [EC:4.2.3.1]	None
K01752	KMM289	KMM289	619	c_1	M00975	L-serine dehydratase [EC:4.3.1.17]	None
K01752	KMM289	KMM289	621	c_1	M00975	L-serine dehydratase [EC:4.3.1.17]	None
K01754	KMM289	KMM289	2723	c_1	M00975,M00570	threonine dehydratase [EC:4.3.1.19]	None
K00640	KMM289	KMM289	2683	c_1	M00021	serine O-acetyltransferase [EC:2.3.1.30]	None
K00640	KMM289	KMM289	2565	c_1	M00021	serine O-acetyltransferase [EC:2.3.1.30]	None
K01738	KMM289	KMM289	1323	c_1	M00021	cysteine synthase [EC:2.5.1.47]	None
K00789	KMM289	KMM289	1500	c_1	M00609,M00034,M00035,M00368,M00953	S-adenosylmethionine synthetase [EC:2.5.1.6]	None
K01243	KMM289	KMM289	4168	c_1	M00609,M00034	adenosylhomocysteine nucleosidase [EC:3.2.2.9]	None
K07173	KMM289	KMM289	3161	c_1	M00609	S-ribosylhomocysteine lyase [EC:4.4.1.21]	None
K00651	KMM289	KMM289	3007	c_1	M00017	homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31]	None
K01739	KMM289	KMM289	2048	c_1	M00017	cystathionine gamma-synthase [EC:2.5.1.48]	None
K14155	KMM289	KMM289	3664	c_1	M00017	cysteine-S-conjugate beta-lyase [EC:4.4.1.13]	None
K14155	KMM289	KMM289	3814	c_1	M00017	cysteine-S-conjugate beta-lyase [EC:4.4.1.13]	None
K00548	KMM289	KMM289	2927	c_1	M00017	5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	None
K00549	KMM289	KMM289	757	c_1	M00017	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	None
K00832	KMM289	KMM289	2021	c_1	M00034,M00024,M00025,M00040,M00044	aromatic-amino-acid transaminase [EC:2.6.1.57]	None
K01251	KMM289	KMM289	3909	c_1	M00035	adenosylhomocysteinase [EC:3.13.2.1]	None
K01652	KMM289	KMM289	3263	c_1	M00019,M00570	acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	None
K01652	KMM289	KMM289	1484	c_1	M00019,M00570	acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	None
K01652	KMM289	KMM289	2719	c_1	M00019,M00570	acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	None
K01653	KMM289	KMM289	3264	c_1	M00019,M00570	acetolactate synthase I/III small subunit [EC:2.2.1.6]	None
K00053	KMM289	KMM289	2646	c_1	M00019,M00570	ketol-acid reductoisomerase [EC:1.1.1.86]	None
K01687	KMM289	KMM289	2722	c_1	M00019,M00570	dihydroxy-acid dehydratase [EC:4.2.1.9]	None
K00826	KMM289	KMM289	2721	c_1	M00019,M00570,M00036,M00119	branched-chain amino acid aminotransferase [EC:2.6.1.42]	None
K01703	KMM289	KMM289	3256	c_1	M00535,M00432	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	None
K01704	KMM289	KMM289	3255	c_1	M00535,M00432	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	None
K00052	KMM289	KMM289	3257	c_1	M00535,M00432	3-isopropylmalate dehydrogenase [EC:1.1.1.85]	None
K01649	KMM289	KMM289	3258	c_1	M00432	2-isopropylmalate synthase [EC:2.3.3.13]	None
K00166	KMM289	KMM289	1085	c_1	M00036	2-oxoisovalerate dehydrogenase E1 component subunit alpha [EC:1.2.4.4]	None
K09699	KMM289	KMM289	1083	c_1	M00036	2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]	None
K00253	KMM289	KMM289	276	c_1	M00036	isovaleryl-CoA dehydrogenase [EC:1.3.8.4]	None
K01969	KMM289	KMM289	275	c_1	M00036	3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]	None
K13766	KMM289	KMM289	274	c_1	M00036	methylglutaconyl-CoA hydratase [EC:4.2.1.18]	None
K01714	KMM289	KMM289	3321	c_1	M00016,M00525,M00526,M00527	4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]	None
K01714	KMM289	KMM289	2053	c_1	M00016,M00525,M00526,M00527	4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]	None
K00215	KMM289	KMM289	4085	c_1	M00016,M00525,M00526,M00527	4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	None
K00674	KMM289	KMM289	1535	c_1	M00016	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]	None
K00821	KMM289	KMM289	3627	c_1	M00016,M00028,M00845	acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	None
K01439	KMM289	KMM289	1162	c_1	M00016	succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]	None
K01439	KMM289	KMM289	598	c_1	M00016	succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]	None
K01778	KMM289	KMM289	2246	c_1	M00016,M00525,M00527	diaminopimelate epimerase [EC:5.1.1.7]	None
K01586	KMM289	KMM289	2247	c_1	M00016,M00525,M00526,M00527	diaminopimelate decarboxylase [EC:4.1.1.20]	None
K01582	KMM289	KMM289	1474	c_1	M00956	lysine decarboxylase [EC:4.1.1.18]	None
K00137	KMM289	KMM289	779	c_1	M00956	aminobutyraldehyde dehydrogenase [EC:1.2.1.19]	None
K07250	KMM289	KMM289	1300	c_1	M00956,M00957,M00027	4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]	None
K00135	KMM289	KMM289	1298	c_1	M00956,M00957,M00027	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	None
K25316	KMM289	KMM289	1836	c_1	M00960	amino-acid racemase [EC:5.1.1.10]	None
K25317	KMM289	KMM289	4069	c_1	M00960	amino-acid racemase [EC:5.1.1.10]	None
K26063	KMM289	KMM289	869	c_1	M00960	(R)-2-hydroxyglutarate dehydrogenase [EC:1.1.-.-]	None
K14682	KMM289	KMM289	842	c_1	M00028	amino-acid N-acetyltransferase [EC:2.3.1.1]	None
K00930	KMM289	KMM289	2100	c_1	M00028	acetylglutamate kinase [EC:2.7.2.8]	None
K00145	KMM289	KMM289	2099	c_1	M00028,M00845	N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	None
K01438	KMM289	KMM289	2098	c_1	M00028,M00845	acetylornithine deacetylase [EC:3.5.1.16]	None
K00611	KMM289	KMM289	2770	c_1	M00844,M00029,M00978	ornithine carbamoyltransferase [EC:2.1.3.3]	None
K00611	KMM289	KMM289	2101	c_1	M00844,M00029,M00978	ornithine carbamoyltransferase [EC:2.1.3.3]	None
K01940	KMM289	KMM289	2102	c_1	M00844,M00845,M00029,M00978	argininosuccinate synthase [EC:6.3.4.5]	None
K01755	KMM289	KMM289	2103	c_1	M00844,M00845,M00029,M00978	argininosuccinate lyase [EC:4.3.2.1]	None
K01915	KMM289	KMM289	2744	c_1	M00978	glutamine synthetase [EC:6.3.1.2]	None
K01915	KMM289	KMM289	2397	c_1	M00978	glutamine synthetase [EC:6.3.1.2]	None
K00931	KMM289	KMM289	3378	c_1	M00015	glutamate 5-kinase [EC:2.7.2.11]	None
K00147	KMM289	KMM289	3379	c_1	M00015	glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	None
K00286	KMM289	KMM289	3102	c_1	M00015,M00972	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	None
K13821	KMM289	KMM289	1788	c_1	M00970	RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]	None
K00673	KMM289	KMM289	3628	c_1	M00879	arginine N-succinyltransferase [EC:2.3.1.109]	None
K01484	KMM289	KMM289	3683	c_1	M00879	succinylarginine dihydrolase [EC:3.5.3.23]	None
K06447	KMM289	KMM289	3629	c_1	M00879	succinylglutamic semialdehyde dehydrogenase [EC:1.2.1.71]	None
K05526	KMM289	KMM289	3990	c_1	M00879	succinylglutamate desuccinylase [EC:3.5.1.96]	None
K01585	KMM289	KMM289	3913	c_1	M00133	arginine decarboxylase [EC:4.1.1.19]	None
K01581	KMM289	KMM289	1415	c_1	M00134	ornithine decarboxylase [EC:4.1.1.17]	None
K09471	KMM289	KMM289	1296	c_1	M00136	gamma-glutamylputrescine oxidase [EC:1.4.3.-]	None
K09471	KMM289	KMM289	1781	c_1	M00136	gamma-glutamylputrescine oxidase [EC:1.4.3.-]	None
K09471	KMM289	KMM289	718	c_1	M00136	gamma-glutamylputrescine oxidase [EC:1.4.3.-]	None
K09471	KMM289	KMM289	3590	c_1	M00136	gamma-glutamylputrescine oxidase [EC:1.4.3.-]	None
K09472	KMM289	KMM289	2729	c_1	M00136	4-(gamma-glutamylamino)butanal dehydrogenase [EC:1.2.1.99]	None
K00765	KMM289	KMM289	563	c_1	M00026	ATP phosphoribosyltransferase [EC:2.4.2.17]	None
K11755	KMM289	KMM289	570	c_1	M00026	phosphoribosyl-AMP cyclohydrolase / phosphoribosyl-ATP pyrophosphohydrolase [EC:3.5.4.19 3.6.1.31]	None
K01814	KMM289	KMM289	568	c_1	M00026	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]	None
K02500	KMM289	KMM289	569	c_1	M00026	imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10]	None
K02501	KMM289	KMM289	567	c_1	M00026	imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10]	None
K00817	KMM289	KMM289	565	c_1	M00026	histidinol-phosphate aminotransferase [EC:2.6.1.9]	None
K01089	KMM289	KMM289	566	c_1	M00026	imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase [EC:4.2.1.19 3.1.3.15]	None
K00013	KMM289	KMM289	564	c_1	M00026	histidinol dehydrogenase [EC:1.1.1.23]	None
K01745	KMM289	KMM289	3429	c_1	M00045	histidine ammonia-lyase [EC:4.3.1.3]	None
K01745	KMM289	KMM289	2887	c_1	M00045	histidine ammonia-lyase [EC:4.3.1.3]	None
K01712	KMM289	KMM289	2886	c_1	M00045	urocanate hydratase [EC:4.2.1.49]	None
K01468	KMM289	KMM289	2884	c_1	M00045	imidazolonepropionase [EC:3.5.2.7]	None
K01479	KMM289	KMM289	2885	c_1	M00045	formiminoglutamase [EC:3.5.3.8]	None
K01626	KMM289	KMM289	146	c_1	M00022	3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	None
K01626	KMM289	KMM289	1003	c_1	M00022	3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	None
K01626	KMM289	KMM289	1093	c_1	M00022	3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	None
K01626	KMM289	KMM289	4078	c_1	M00022	3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	None
K01735	KMM289	KMM289	3619	c_1	M00022	3-dehydroquinate synthase [EC:4.2.3.4]	None
K03786	KMM289	KMM289	1737	c_1	M00022	3-dehydroquinate dehydratase II [EC:4.2.1.10]	None
K00014	KMM289	KMM289	2758	c_1	M00022	shikimate dehydrogenase [EC:1.1.1.25]	None
K00891	KMM289	KMM289	3618	c_1	M00022	shikimate kinase [EC:2.7.1.71]	None
K00800	KMM289	KMM289	145	c_1	M00022	3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]	None
K01736	KMM289	KMM289	405	c_1	M00022	chorismate synthase [EC:4.2.3.5]	None
K01657	KMM289	KMM289	1255	c_1	M00023	anthranilate synthase component I [EC:4.1.3.27]	None
K01658	KMM289	KMM289	3626	c_1	M00023	anthranilate synthase component II [EC:4.1.3.27]	None
K00766	KMM289	KMM289	1257	c_1	M00023	anthranilate phosphoribosyltransferase [EC:2.4.2.18]	None
K01817	KMM289	KMM289	1258	c_1	M00023	phosphoribosylanthranilate isomerase [EC:5.3.1.24]	None
K13498	KMM289	KMM289	1258	c_1	M00023	indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.1.48 5.3.1.24]	None
K01609	KMM289	KMM289	1258	c_1	M00023	indole-3-glycerol phosphate synthase [EC:4.1.1.48]	None
K01695	KMM289	KMM289	1260	c_1	M00023	tryptophan synthase alpha chain [EC:4.2.1.20]	None
K01696	KMM289	KMM289	1259	c_1	M00023	tryptophan synthase beta chain [EC:4.2.1.20]	None
K14187	KMM289	KMM289	1004	c_1	M00024,M00025	chorismate mutase / prephenate dehydrogenase [EC:5.4.99.5 1.3.1.12]	None
K14170	KMM289	KMM289	1597	c_1	M00024,M00025,M00040	chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]	None
K00457	KMM289	KMM289	4221	c_1	M00044	4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]	None
K00451	KMM289	KMM289	4222	c_1	M00044	homogentisate 1,2-dioxygenase [EC:1.13.11.5]	None
K01800	KMM289	KMM289	4224	c_1	M00044	maleylacetoacetate isomerase [EC:5.2.1.2]	None
K16171	KMM289	KMM289	4223	c_1	M00044	fumarylacetoacetate (FAA) hydrolase [EC:3.7.1.2]	None
K22450	KMM289	KMM289	552	c_1	M00936	aralkylamine N-acetyltransferase [EC:2.3.1.87]	None
K00823	KMM289	KMM289	1300	c_1	M00027	4-aminobutyrate aminotransferase [EC:2.6.1.19]	None
K01919	KMM289	KMM289	3193	c_1	M00118	glutamate--cysteine ligase [EC:6.3.2.2]	None
K01920	KMM289	KMM289	1504	c_1	M00118	glutathione synthase [EC:6.3.2.3]	None
K00820	KMM289	KMM289	2575	c_1	M00892,M00909,M01002,M00995	glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]	None
K03431	KMM289	KMM289	1700	c_1	M00909,M00995	phosphoglucosamine mutase [EC:5.4.2.10]	None
K04042	KMM289	KMM289	2556	c_1	M00909,M00995	bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]	None
K09001	KMM289	KMM289	1489	c_1	M00996	anhydro-N-acetylmuramic acid kinase [EC:2.7.1.170]	None
K22292	KMM289	KMM289	527	c_1	M00996	N-acetyl-D-muramate 6-phosphate phosphatase [EC:3.1.3.105]	None
K07102	KMM289	KMM289	3370	c_1	M00996	N-acetylmuramate 1-kinase [EC:2.7.1.221]	None
K00992	KMM289	KMM289	3371	c_1	M00996	N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase [EC:2.7.7.99]	None
K00790	KMM289	KMM289	2236	c_1	M00995	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	None
K00075	KMM289	KMM289	2824	c_1	M00995	UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]	None
K01854	KMM289	KMM289	825	c_1	M01004	UDP-galactopyranose mutase [EC:5.4.99.9]	None
K08679	KMM289	KMM289	3399	c_1	M00999	UDP-glucuronate 4-epimerase [EC:5.1.3.6]	None
K15894	KMM289	KMM289	4165	c_1	M00923,M01007	UDP-N-acetylglucosamine 4,6-dehydratase [EC:4.2.1.115]	None
K19068	KMM289	KMM289	1221	c_1	M00923	UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase [EC:1.1.1.367]	None
K24258	KMM289	KMM289	1220	c_1	M00923	UDP-N-acetyl-L-fucosamine synthase [EC:5.1.3.28]	None
K15899	KMM289	KMM289	4163	c_1	M01007	pseudaminic acid cytidylyltransferase [EC:2.7.7.81]	None
K24300	KMM289	KMM289	1216	c_1	M01009,M01032,M01033,M01037	UDP-N-acetylglucosamine 4,6-dehydratase [EC:4.2.1.135]	None
K24310	KMM289	KMM289	1218	c_1	M01009	UDP-N-acetyl-alpha-D-quinovosamine dehydrogenase [EC:1.1.1.426]	None
K06041	KMM289	KMM289	2229	c_1	M00063	arabinose-5-phosphate isomerase [EC:5.3.1.13]	None
K01627	KMM289	KMM289	3653	c_1	M00063	2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55]	None
K03270	KMM289	KMM289	2228	c_1	M00063	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45]	None
K00979	KMM289	KMM289	4151	c_1	M00063	3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]	None
K03271	KMM289	KMM289	3873	c_1	M01028,M00064	D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28]	None
K03271	KMM289	KMM289	2198	c_1	M01028,M00064	D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28]	None
K03273	KMM289	KMM289	2845	c_1	M01028,M00064	D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]	None
K03272	KMM289	KMM289	3055	c_1	M00064	D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70]	None
K03274	KMM289	KMM289	2457	c_1	M00064	ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20]	None
K00973	KMM289	KMM289	1213	c_1	M00793,M01022,M01023,M01024,M01025,M01026,M01027	glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]	None
K01710	KMM289	KMM289	1215	c_1	M00793,M01022,M01023,M01024,M01025,M01026,M01027	dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]	None
K01790	KMM289	KMM289	1212	c_1	M00793,M01022	dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]	None
K00067	KMM289	KMM289	1214	c_1	M00793	dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	None
K12373	KMM289	KMM289	3688	c_1	M00079	hexosaminidase [EC:3.2.1.52]	None
K12373	KMM289	KMM289	1120	c_1	M00079	hexosaminidase [EC:3.2.1.52]	None
K00677	KMM289	KMM289	1520	c_1	M00060,M00866	UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	None
K02535	KMM289	KMM289	2138	c_1	M00060,M00866	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]	None
K02536	KMM289	KMM289	1522	c_1	M00060,M00866	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]	None
K03269	KMM289	KMM289	4233	c_1	M00060,M00866	UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]	None
K00748	KMM289	KMM289	1519	c_1	M00060,M00866	lipid-A-disaccharide synthase [EC:2.4.1.182]	None
K00912	KMM289	KMM289	4149	c_1	M00060,M00866	tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]	None
K02527	KMM289	KMM289	2662	c_1	M00060,M00866	3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	None
K02517	KMM289	KMM289	672	c_1	M00060,M00866	Kdo2-lipid IVA lauroyltransferase/acyltransferase [EC:2.3.1.241 2.3.1.-]	None
K02517	KMM289	KMM289	3054	c_1	M00060,M00866	Kdo2-lipid IVA lauroyltransferase/acyltransferase [EC:2.3.1.241 2.3.1.-]	None
K02517	KMM289	KMM289	671	c_1	M00060,M00866	Kdo2-lipid IVA lauroyltransferase/acyltransferase [EC:2.3.1.241 2.3.1.-]	None
K02560	KMM289	KMM289	672	c_1	M00060	lauroyl-Kdo2-lipid IVA myristoyltransferase [EC:2.3.1.243]	None
K02560	KMM289	KMM289	671	c_1	M00060	lauroyl-Kdo2-lipid IVA myristoyltransferase [EC:2.3.1.243]	None
K03760	KMM289	KMM289	1125	c_1	M00867	lipid A ethanolaminephosphotransferase [EC:2.7.8.43]	None
K03148	KMM289	KMM289	2936	c_1	M00127,M00895	sulfur carrier protein ThiS adenylyltransferase [EC:2.7.7.73]	None
K03154	KMM289	KMM289	2937	c_1	M00127,M00895	sulfur carrier protein	None
K03151	KMM289	KMM289	892	c_1	M00127,M00895	tRNA uracil 4-sulfurtransferase [EC:2.8.1.4]	None
K03150	KMM289	KMM289	2939	c_1	M00127	2-iminoacetate synthase [EC:4.1.99.19]	None
K03149	KMM289	KMM289	2938	c_1	M00127,M00895	thiazole synthase [EC:2.8.1.10]	None
K03147	KMM289	KMM289	2934	c_1	M00127,M00895,M00896,M00897	phosphomethylpyrimidine synthase [EC:4.1.99.17]	None
K00788	KMM289	KMM289	2935	c_1	M00127,M00895,M00896,M00899	thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	None
K14153	KMM289	KMM289	2935	c_1	M00127,M00897,M00899	hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]	None
K00946	KMM289	KMM289	1717	c_1	M00127,M00895,M00896	thiamine-monophosphate kinase [EC:2.7.4.16]	None
K01497	KMM289	KMM289	84	c_1	M00125,M00911	GTP cyclohydrolase II [EC:3.5.4.25]	None
K14652	KMM289	KMM289	1720	c_1	M00125,M00840	3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]	None
K11752	KMM289	KMM289	1722	c_1	M00125	diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]	None
K20862	KMM289	KMM289	2243	c_1	M00125	FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104]	None
K21064	KMM289	KMM289	2498	c_1	M00125	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	None
